"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"FABIOLA DE ALMEIDA PINTO";"FABIOLA PINTO";"Deputado Federal";9091;"PROS";"PROS";"Indeferido";"Concorrendo"
"FABRICIO DE CARVALHO SILVA";"FABRICIO CARVALHO";"Deputado Federal";5179;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FABRICIO DIAS JUNIOR";"FABRICIO DA AERONÁUTICA";"Deputado Federal";1521;"MDB";"MDB";"Deferido";"Suplente"
"MARCO ANTÔNIO FACCAS";"FACCAS";"Deputado Federal";1277;"PDT";"PDT";"Deferido";"Não eleito"
"FARID SAID MADI";"FARID MADI";"Deputado Federal";1912;"PODE";"PODE";"Deferido";"Suplente"
"MARIA DE FÁTIMA PAULA BAULÉ";"FÁTIMA BAULÉ";"Deputado Federal";3024;"NOVO";"NOVO";"Deferido";"Suplente"
"FATIMA APARECIDA SANTOS DE SOUZA";"FÁTIMA PÉROLA NEGGRA";"Deputado Federal";9027;"PROS";"PROS";"Deferido";"Suplente"
"FATIMA REGINA PORTELLA OLIVEIRA";"FATIMA PORTELLA";"Deputado Federal";3022;"NOVO";"NOVO";"Deferido";"Suplente"
"FAUSTO SALVADOR PERES";"FAUSTO PERES";"Deputado Federal";1921;"PODE";"PODE";"Deferido";"Suplente"
"FAUSTO RUY PINATO";"FAUSTO PINATO";"Deputado Federal";1123;"PP";"PP";"Deferido";"Eleito por média"
"ELAINE DOSOLINA FAVERO";"FAVERO";"Deputado Federal";5595;"PSD";"PSD";"Deferido";"Suplente"
"RODRIGO FAZITO ZIOLLI CALDERARO GIACOMINI";"FAZITO";"Deputado Federal";3535;"PMB";"PMB";"Renúncia";"Concorrendo"
"ANTONIO RAIMUNDO FEDOSSI";"FEDOSSI";"Deputado Federal";1451;"PTB";"PTB";"Deferido";"Não eleito"
"FELICIANO NAHIMY FILHO";"FELICIANO";"Deputado Federal";5177;"PATRIOTA";"PATRIOTA";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"FELIPE BECARI COMENALE";"FELIPE BECARI";"Deputado Federal";4407;"UNIÃO";"UNIÃO";"Deferido";"Eleito por QP"
"LUIZ FELIPE DE ANDRADE FOLGOSI";"FELIPE FOLGOSI";"Deputado Federal";2234;"PL";"PL";"Deferido";"Suplente"
"FELIPE AUGUSTO TEDESCHI LINTZ";"FELIPE LINTZ";"Deputado Federal";5152;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FELIPE GUIMARÃES DE ARAÚJO COSTA";"FELIPE SOROCABA";"Deputado Federal";4044;"PSB";"PSB";"Renúncia";"Concorrendo"
"LUIZ FELIPE DE LIMA SANTOS";"FELIPE TAKASHI";"Deputado Federal";1538;"MDB";"MDB";"Deferido";"Suplente"
"FERNANDA ALVES SILVA";"FERNANDA ALVES";"Deputado Federal";5120;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FERNANDA FERREIRA DE ARAÚJO";"FERNANDA ARAÚJO";"Deputado Federal";5529;"PSD";"PSD";"Deferido";"Suplente"
"FERNANDA STEFANI CURTI";"FERNANDA CURTI";"Deputado Federal";1387;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"FERNANDA SCHLIC GARCIA";"FERNANDA GARCIA";"Deputado Federal";5023;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Renúncia";"Concorrendo"
"FERNANDA DA SILVA ALVES";"FERNANDA MOVIMENTO PAPO DE LEI";"Deputado Federal";1045;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"FERNANDA MENDES PRADO";"FERNANDA PRADO";"Deputado Federal";1334;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"FERNANDA DE ARAÚJO COSTA";"FERNANDA RAINHA";"Deputado Federal";9050;"PROS";"PROS";"Deferido";"Suplente"
"FERNANDO CAPEZ";"FERNANDO CAPEZ";"Deputado Federal";4456;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"FERNANDO CHIARELLI";"FERNANDO CHIARELLI";"Deputado Federal";5142;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FERNANDO BELCHIOR DIAS";"FERNANDO DIAS";"Deputado Federal";5153;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FERNANDO ALVES LISBOA DINI";"FERNANDO DINI";"Deputado Federal";1527;"MDB";"MDB";"Deferido";"Suplente"
"FERNANDO FAVORETO";"FERNANDO FAVORETTO";"Deputado Federal";2015;"PSC";"PSC";"Deferido";"Suplente"
"FERNANDO FERRARI MERIGLI";"FERNANDO FERRARI";"Deputado Federal";1445;"PTB";"PTB";"Deferido";"Não eleito"
"FERNANDO HOLIDAY SILVA BISPO";"FERNANDO HOLIDAY";"Deputado Federal";3055;"NOVO";"NOVO";"Deferido";"Suplente"
"LUIS FERNANDO DE SOUZA";"FERNANDO MESTRE SALA";"Deputado Federal";4512;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"FILIPE MANSINHO DE LIMA";"FILIPE MANSINHO";"Deputado Federal";1075;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"CLEVERSON FIUZA ALVES";"FIUZA BITCOIN";"Deputado Federal";3003;"NOVO";"NOVO";"Deferido";"Suplente"
"FLAVIA BITENCOURT PIRES";"FLAVIA BITENCOURT";"Deputado Federal";1994;"PODE";"PODE";"Renúncia";"Concorrendo"
"FLAVIA CAMARGO DA SILVA";"FLAVIA CAMARGO";"Deputado Federal";1949;"PODE";"PODE";"Deferido";"Suplente"
"FLÁVIA OLIVITO LANCHA ALVES DE OLIVEIRA";"FLÁVIA LANCHA";"Deputado Federal";5525;"PSD";"PSD";"Deferido";"Suplente"
"FLAVIA FERREIRA DO PRADO";"FLAVIA PRADO";"Deputado Federal";5175;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FLÁVIO AUGUSTO DA SILVA";"FLAVINHO";"Deputado Federal";5530;"PSD";"PSD";"Deferido";"Suplente"
"FLAVIO SILVA DE FREITAS";"FLAVINHO AMPERMAG";"Deputado Federal";5123;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FLÁVIO DOS SANTOS ALECRIM";"FLÁVIO ALECRIM";"Deputado Federal";3343;"PMN";"PMN";"Deferido";"Não eleito"
"FLAVIO CASIMIRO DE SOUSA";"FLÁVIO CASIMIRO";"Deputado Federal";5044;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"FLAVIO ROBERTO CASIMIRO";"FLAVIO DA TANATO";"Deputado Federal";3676;"AGIR";"AGIR";"Deferido";"Não eleito"
"FLÁVIO ROBERTO DE SOUZA SANT'ANNA";"FLÁVIO SANT'ANNA PCD";"Deputado Federal";4055;"PSB";"PSB";"Deferido";"Suplente"
"FLÁVIO SILVA FILHO";"FLÁVIO SILVA";"Deputado Federal";5067;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"FLAVIUS COTAIT RUGGIERO";"FLAVIUS";"Deputado Federal";2820;"PRTB";"PRTB";"Deferido";"Não eleito"
"JOSÉ FLORIANO DE ARAUJO JUNIOR";"FLORIANO JUNIOR";"Deputado Federal";4071;"PSB";"PSB";"Indeferido";"Não eleito"
"FRANCINA SOUZA DRUMOND";"FRAN DRUMOND";"Deputado Federal";4075;"PSB";"PSB";"Deferido";"Suplente"
"FRANCIELLE LUZIA DE SOUZA DURAN";"FRAN DURAN";"Deputado Federal";3337;"PMN";"PMN";"Deferido";"Não eleito"
"FRANCIELLE EYRE DE OLIVEIRA TRIANI";"FRAN TRIANI";"Deputado Federal";4406;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"FRANCISCO JOSÉ DA CRUZ FILHO";"FRANCISCO JOSÉ";"Deputado Federal";3369;"PMN";"PMN";"Deferido";"Não eleito"
"ANTONIO FRANCISCO DA SILVA ARAUJO";"FRANCISCO MARANHÃO E CIA";"Deputado Federal";5060;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Indeferido";"Não eleito"
"FRANKLIN VENANCIO DA SILVA NETTO";"FRANKLIN";"Deputado Federal";1993;"PODE";"PODE";"Deferido";"Suplente"
"FREDERICO AUGUSTO ARANTES MACHADO";"FRED MACHADO";"Deputado Federal";4547;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"FREDERICO BRAUN D AVILA";"FREDERICO DAVILA";"Deputado Federal";2288;"PL";"PL";"Deferido";"Suplente"
"ROBSON LIEBETANZ DZELVE CALABIANQUI JUNIOR";"FUINHA ROBSON CALABIANQUI";"Deputado Federal";2215;"PL";"PL";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"GABRIEL MARQUES DA COSTA";"GABRIEL MARQUES";"Deputado Federal";2949;"PCO";"PCO";"Indeferido";"Não eleito"
"GABRIEL HENRIQUE MARUCCI";"GABRIEL MARUCCI";"Deputado Federal";2121;"PCB";"PCB";"Deferido";"Não eleito"
"JOSE ANTONIO DE OLIVEIRA";"GAGUINHO";"Deputado Federal";1417;"PTB";"PTB";"Deferido";"Não eleito"
"PAULA DIAS DE LA FUENTE";"GALEGA DO BRÁS";"Deputado Federal";4457;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"ESTER LOPES DE SOUZA FLOR";"GARI ESTER LOPES";"Deputado Federal";4412;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"ALBERT GAUSS";"GAUSS ALBERT";"Deputado Federal";1166;"PP";"PP";"Renúncia";"Não eleito"
"GEFFERSON LUIS DE SOUSA ROSA";"GEFFERSON LUIS";"Deputado Federal";7056;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ROBERTO SEBASTIÃO PETERNELLI JUNIOR";"GENERAL PETERNELLI";"Deputado Federal";4444;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"GENERSON JOSE FAUSTINO";"GENERSON FAUSTINO";"Deputado Federal";9016;"PROS";"PROS";"Deferido";"Suplente"
"EUGENIO JOSÉ ZULIANI";"GENINHO ZULIANI";"Deputado Federal";4450;"UNIÃO";"UNIÃO";"Renúncia";"Concorrendo"
"GEOVANIA DE SOUSA OLIVEIRA QUEIROZ";"GEOVANIA QUEIROZ";"Deputado Federal";1153;"PP";"PP";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"GERALDA MARIA DE LIMA";"GERALDA LIMA";"Deputado Federal";1127;"PP";"PP";"Deferido";"Suplente"
"GERALDO JERÔNIMO GONÇALVES";"GERALDO J GONÇALVES";"Deputado Federal";1215;"PDT";"PDT";"Deferido";"Não eleito"
"GERALDO MARTINS DE SOUZA";"GERALDO MARTINS";"Deputado Federal";1361;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"GERALDO RODRIGUES GUILHERME";"GERALDO RODRIGUES";"Deputado Federal";3604;"AGIR";"AGIR";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"GIVANILSE DOS SANTOS";"GIL DO CONSELHO";"Deputado Federal";4404;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"GILDENOR ALVES FREIRE";"GIL FREIRE";"Deputado Federal";1338;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"GILBERTO BENTO";"GILBERTO BOBY BOBY";"Deputado Federal";1008;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"GILBERTO SILVA LIMA";"GILBERTO COBRADOR";"Deputado Federal";3639;"AGIR";"AGIR";"Deferido";"Não eleito"
"GILBERTO NASCIMENTO SILVA";"GILBERTO NASCIMENTO";"Deputado Federal";2020;"PSC";"PSC";"Deferido";"Eleito por média"
"GILMAR APARECIDO RODRIGUES";"GILMAR";"Deputado Federal";5154;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"GILMAR DA SILVA GIMENES";"GILMAR GIMENES";"Deputado Federal";2252;"PL";"PL";"Deferido";"Suplente"
"GILMAR ROTTA";"GILMAR ROTTA";"Deputado Federal";1119;"PP";"PP";"Deferido";"Suplente"
"GILMARA VANZO CRISTÃO";"GILMARA VANZO";"Deputado Federal";1162;"PP";"PP";"Deferido";"Suplente"
"GILSON DE SOUZA CARVALHO";"GILSON DO SINDICATO";"Deputado Federal";1251;"PDT";"PDT";"Deferido";"Não eleito"
"GILVANDRO JOSÉ ALVES DE OLIVEIRA FILHO";"GILVANDRO";"Deputado Federal";1220;"PDT";"PDT";"Deferido";"Não eleito"
"GIOVANI FALCONE DE CRISTO ALVES";"GIOVANI FALCONE";"Deputado Federal";2878;"PRTB";"PRTB";"Deferido";"Não eleito"
"GISELE ARANHA SCHOWE";"GISELE ARANHA";"Deputado Federal";3038;"NOVO";"NOVO";"Renúncia";"Concorrendo"
"GISELE DE MORAES PONTES";"GISELE PONTES";"Deputado Federal";2777;"DC";"DC";"Indeferido";"Concorrendo"
"GLAUCE KELLY DOS SANTOS ADÃO LIMA";"GLAUCE LIMA";"Deputado Federal";1297;"PDT";"PDT";"Deferido";"Não eleito"
"GLAUCIA DE MATOS BERNARDO";"GLÁUCIA";"Deputado Federal";1175;"PP";"PP";"Deferido";"Suplente"
"GLÁUCIA ASSUNÇÃO DE OLIVEIRA";"GLÁUCIA ASSUNÇÃO";"Deputado Federal";3348;"PMN";"PMN";"Deferido";"Não eleito"
"GLAUCIA BERENICE SANTOS DA SILVA";"GLAUCIA BERENICE";"Deputado Federal";1012;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"GLAUCIA MAXIMO DOS SANTOS";"GLAUCIA MAXIMO";"Deputado Federal";5145;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ANTONIO GOULART DOS REIS";"GOULART";"Deputado Federal";4480;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"SILVANO XAVIER MOURATO";"GRAN NEGO";"Deputado Federal";9086;"PROS";"PROS";"Deferido";"Suplente"
"GUALTER DE ALMEIDA AMADO";"GUALTER AMADO";"Deputado Federal";1040;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"WALDIR FELICIANO GUEDES";"GUEDES BOMBEIRO";"Deputado Federal";9093;"PROS";"PROS";"Deferido";"Suplente"
"ANTÔNIO AGNALDO GUERRA";"GUERRA";"Deputado Federal";7745;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"WAGNER DONIZETI PEREIRA";"GUERREIRO";"Deputado Federal";5169;"PATRIOTA";"PATRIOTA";"Indeferido";"Não eleito"
"JOSÉ GUILHERME NEGRÃO PEIXOTO";"GUIGA PEIXOTO";"Deputado Federal";2022;"PSC";"PSC";"Deferido";"Suplente"
"GUILHERME CASTRO BOULOS";"GUILHERME BOULOS";"Deputado Federal";5010;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Eleito por QP"
"GUILHERME SORICILLO BUNGER";"GUILHERME BUNGER";"Deputado Federal";1456;"PTB";"PTB";"Deferido";"Não eleito"
"GUILHERME CAMPOS JUNIOR";"GUILHERME CAMPOS";"Deputado Federal";5555;"PSD";"PSD";"Deferido";"Suplente"
"GUILHERME CAMPO DALL ORTO LEITE DO AMARAL";"GUILHERME DALL ORTO";"Deputado Federal";1987;"PODE";"PODE";"Deferido";"Suplente"
"GUILHERME DE SOUZA GOMES";"GUILHERME GOMES";"Deputado Federal";4505;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"GUILHERME PIAI SILVA FILIZZOLA";"GUILHERME PIAI";"Deputado Federal";1018;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"GUILHERME PRADO ALMEIDA DE SOUZA";"GUILHERME PRADO";"Deputado Federal";5055;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"ÉLCIO GUSSON";"GUSSON";"Deputado Federal";3307;"PMN";"PMN";"Deferido";"Não eleito"
"GUSTAVO MARTINS PICCOLO";"GUSTAVO PICCOLO";"Deputado Federal";1231;"PDT";"PDT";"Deferido";"Não eleito"
"CLAUDINEI DE OLIVEIRA BARBOSA";"HABACUQUE";"Deputado Federal";1418;"PTB";"PTB";"Deferido";"Não eleito"
"HAMILTON BERNARDES JUNIOR";"HAMILTON BERNARDES";"Deputado Federal";4446;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"HAROLD THAU";"HAROLD THAU";"Deputado Federal";4599;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"HAROLDO LOUZADA DE MAGALHÃES VIANA";"HAROLDO LOUZADA";"Deputado Federal";5141;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"HEITOR ALVES";"HEITOR ALVES";"Deputado Federal";1233;"PDT";"PDT";"Deferido";"Não eleito"
"HELCIO FREIRE DO CARMO";"HÉLCIO";"Deputado Federal";3002;"NOVO";"NOVO";"Deferido";"Suplente"
"HELIO NISHIMOTO";"HELIO NISHIMOTO";"Deputado Federal";1567;"MDB";"MDB";"Deferido";"Suplente"
"HELIO ALVES RIBEIRO";"HELIO RIBEIRO";"Deputado Federal";1002;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"HÉLIO TELES ALVES";"HÉLIO TELES";"Deputado Federal";3311;"PMN";"PMN";"Deferido";"Não eleito"
"MARIA HELOISA GOMES DA SILVA";"HELO DA EMPATIA";"Deputado Federal";7792;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"HELOIZA RAVASQ DA SILVA";"HELOIZA RAVASQ";"Deputado Federal";3340;"PMN";"PMN";"Deferido";"Não eleito"
"HELTON MICHAEL LEITE FERREIRA";"HELTON MICHAEL";"Deputado Federal";3378;"PMN";"PMN";"Deferido";"Não eleito"
"HENRI DIAS";"HENRI DIAS";"Deputado Federal";7738;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"HENRI HAIM ESSES";"HENRI ESSES";"Deputado Federal";4318;"PV";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"HENRIQUE STEIN SCIASCIO";"HENRIQUE DO PARAISO";"Deputado Federal";1023;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"HENRIQUE CARLOS PARRA PARRA FILHO";"HENRIQUE PARRA DO CARDUME";"Deputado Federal";5012;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"MIGUEL ANDERSON HEREDIA DE SÁ";"HEREDIA";"Deputado Federal";1472;"PTB";"PTB";"Deferido";"Não eleito"
"HERNANI ALBERTO MONACO LEONHARDT";"HERNANI LEONHARDT";"Deputado Federal";1588;"MDB";"MDB";"Deferido";"Suplente"
"HILARIO JULIANO RUIZ DE OLIVEIRA";"HILARIO RUIZ";"Deputado Federal";4010;"PSB";"PSB";"Deferido";"Suplente"
"HOSANA DA SILVA PEREIRA";"HOSANA SILVA";"Deputado Federal";1137;"PP";"PP";"Deferido";"Suplente"
"HUGO GOMES PAIVA";"HUGO PAIVA";"Deputado Federal";1464;"PTB";"PTB";"Deferido";"Não eleito"
"HUMBERTO JANTIM NETO";"HUMBERTO JANTIM";"Deputado Federal";3010;"NOVO";"NOVO";"Deferido";"Suplente"
"IARA BERNARDI";"IARA BERNARDI COLETIVA ELAS";"Deputado Federal";1310;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"IARA REGINA CORRÊA GUSMÃO";"IARA GUSMÃO";"Deputado Federal";7008;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ANTONIO MARIO DE PAULA FERREIRA IELO";"IELO";"Deputado Federal";1230;"PDT";"PDT";"Deferido";"Não eleito"
"IGOR COIMBRA MANHANI";"IGOR COIMBRA MANHANI";"Deputado Federal";1129;"PP";"PP";"Deferido";"Suplente"
"ILDA MARA REIS";"ILDA REIS";"Deputado Federal";1976;"PODE";"PODE";"Deferido";"Suplente"
"MARIO VIGGIANI NETO";"INSTRUTOR DR. MARIO VIGGIANI";"Deputado Federal";2838;"PRTB";"PRTB";"Deferido";"Não eleito"
"IOLANDA GOMES RUAS";"IOLANDA RUAS";"Deputado Federal";5558;"PSD";"PSD";"Deferido";"Suplente"
"IRACILDA LOPES GUIMARÃES";"IRACILDA COL. POVOS INDIGENAS";"Deputado Federal";4019;"PSB";"PSB";"Deferido";"Suplente"
"APARECIDA SOUZA LIBERALINO ALVES";"IRMÃ CIDA";"Deputado Federal";5124;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"MARIA DA GUIA ALVES DA ROCHA";"IRMÃ MARIA";"Deputado Federal";2075;"PSC";"PSC";"Deferido";"Suplente"
"ISADORA MARTINATTI PENNA";"ISA PENNA";"Deputado Federal";6500;"PC do B";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"ISAAC DALCOL ANTUNES";"ISAAC ANTUNES";"Deputado Federal";2258;"PL";"PL";"Deferido";"Suplente"
"ISABEL CRISTINA GONÇALVES BERNARDES";"ISABEL BERNARDES";"Deputado Federal";1882;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"ISAÍAS TEIXEIRA DE OLIVEIRA";"ISAÍAS OLIVEIRA";"Deputado Federal";4033;"PSB";"PSB";"Deferido";"Suplente"
"ISIS MUSTAFÁ DE ASSIS";"ISIS MUSTAFA";"Deputado Federal";8000;"UP";"UP";"Deferido";"Não eleito"
"ITALO LORENZON NETO";"ITALO LORENZON";"Deputado Federal";1469;"PTB";"PTB";"Deferido";"Não eleito"
"IVAN RENATO DE LIMA";"IVAN LIMA";"Deputado Federal";4520;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"IVAN RICARDO GARISIO SARTORI";"IVAN SARTORI";"Deputado Federal";7007;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"IVAN SERIGATO JUNIOR";"IVAN SERIGATO";"Deputado Federal";1917;"PODE";"PODE";"Deferido";"Suplente"
"IVAN VALENTE";"IVAN VALENTE";"Deputado Federal";5050;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"IVANDA MARIA RODRIGUES COSTA";"IVANDA R COSTA";"Deputado Federal";3313;"PMN";"PMN";"Deferido";"Não eleito"
"IVANILDO DOS SANTOS";"IVANILDO SANTOS";"Deputado Federal";1060;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"IZADORA CRISTINA DIAS DA SILVA";"IZADORA DIAS";"Deputado Federal";2959;"PCO";"PCO";"Deferido";"Não eleito"
"CLEBER DOS SANTOS TEIXEIRA";"JACARÉ DE TANGA";"Deputado Federal";9064;"PROS";"PROS";"Deferido";"Suplente"
"JARKSON VILAR DA SILVA";"JACKSON VILLAR";"Deputado Federal";1091;"REPUBLICANOS";"REPUBLICANOS";"Indeferido";"Concorrendo"
"JACQUELINE CHANEL";"JACQUE CHANEL";"Deputado Federal";1384;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"JACQUELINE COPQUE DE SANT'ANNA PEREIRA";"JACQUELINE COPQUE";"Deputado Federal";4026;"PSB";"PSB";"Deferido";"Suplente"
"JAIR CUSTÓDIO DA SILVA";"JAIR BALADA";"Deputado Federal";1923;"PODE";"PODE";"Deferido";"Suplente"
"JAIR GOMES DA SILVA";"JAIR GOMES";"Deputado Federal";1475;"PTB";"PTB";"Deferido";"Não eleito"
"GUILHERME DE SOUZA";"JAMAICA";"Deputado Federal";1140;"PP";"PP";"Deferido";"Suplente"
"JANAÍNA VALÉRIA BUCKER RIEDO";"JANAINA BUCKER RIEDO";"Deputado Federal";2866;"PRTB";"PRTB";"Deferido";"Não eleito"
"JANAINA MACEDO CALVO";"JANAINA CALVO";"Deputado Federal";3019;"NOVO";"NOVO";"Deferido";"Suplente"
"JANAINA FERRATO ELIAS";"JANAÍNA DA BANCADA ECOSSISTEMA";"Deputado Federal";1330;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"JANAINA CARLA DE LIMA PASCALICHIO";"JANAÍNA LIMA";"Deputado Federal";1560;"MDB";"MDB";"Deferido";"Suplente"
"JANAINA PEREIRA DA SILVA SOARES";"JANAINA SOARES";"Deputado Federal";9040;"PROS";"PROS";"Deferido";"Suplente"
"JOÃO AFONSO SOLIS";"JANGO";"Deputado Federal";4093;"PSB";"PSB";"Renúncia";"Concorrendo"
"JANIEIRE MARIA SILVA";"JANIEIRE SILVA";"Deputado Federal";3018;"NOVO";"NOVO";"Deferido";"Suplente"
"FABIO DIAS DE OLIVEIRA";"JAPA";"Deputado Federal";4454;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"JAQUELINE DOMINGOS SAVIO MARTINS DO NASCIMENTO";"JAQUE PETROVIK";"Deputado Federal";4424;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"JARBAS EMÍLIO DE MORAES NETO";"JARBAS DE MORAES";"Deputado Federal";3069;"NOVO";"NOVO";"Renúncia";"Não eleito"
"JOÃO BOSCO DE OLIVEIRA";"JB OLIVEIRA REPÓRTER DO POVO";"Deputado Federal";1986;"PODE";"PODE";"Deferido";"Suplente"
"DARLEY JEAN ALBUQUERQUE BARBOSA";"JEAN BARBOSA";"Deputado Federal";3351;"PMN";"PMN";"Deferido";"Não eleito"
"JEFFERSON FERNANDO RIBEIRO CABRAL";"JEFFERSON CABRAL";"Deputado Federal";4038;"PSB";"PSB";"Deferido";"Suplente"
"JEFFERSON ALVES DE CAMPOS";"JEFFERSON CAMPOS";"Deputado Federal";2274;"PL";"PL";"Deferido";"Eleito por QP"
"JEFFERSON LUIZ PEREIRA DA SILVA";"JEFFINHO DO VALE";"Deputado Federal";4484;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"JENNIFER ADRIELI CERQUEIRA LEITE LOPES";"JENNIFER LOPES";"Deputado Federal";3681;"AGIR";"AGIR";"Deferido";"Não eleito"
"JERRI ADRIANO FERREIRA DA SILVA";"JERRI MAXIMO JD";"Deputado Federal";2049;"PSC";"PSC";"Deferido";"Suplente"
"JERUSA JANUÁRIA DA SILVA";"JERUSA SILVA";"Deputado Federal";1808;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"JESSICA PASCOAL ALVES";"JESSICA PASCOAL";"Deputado Federal";2824;"PRTB";"PRTB";"Deferido com recurso ou em prazo recursal";"Não eleito"
"JÉSSICA APARECIDA SOMER MAGALHÃES";"JÉSSICA SOMER";"Deputado Federal";2068;"PSC";"PSC";"Indeferido";"Não eleito"
"JESSICA VILOCANIA SEVERINO";"JESSICA VILOCANIA";"Deputado Federal";5115;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"JILMAR AUGUSTINHO TATTO";"JILMAR TATTO";"Deputado Federal";1380;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Eleito por QP"
"JUCILENE ALVES DA SILVA";"JÔ";"Deputado Federal";2035;"PSC";"PSC";"Deferido";"Suplente"
"JÓ RODRIGUES COSTA DO NASCIMENTO";"JÓ RODRIGUES";"Deputado Federal";9097;"PROS";"PROS";"Deferido";"Suplente"
"ROBSON ALMEIDA VENTURA";"JOÃO BARZEL";"Deputado Federal";2707;"DC";"DC";"Indeferido";"Concorrendo"
"JOÃO CURY NETO";"JOÃO CURY";"Deputado Federal";1550;"MDB";"MDB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
